name,type,nb_distance,distance,q_std,q_mod
C1,c3,10,11.906905601372676,-0.244834,-0.246579
N1,n,9,10.810887983879956,-0.087435,-0.088355
C2,c3,10,11.352840041152698,-0.244834,-0.246579
C3,c,8,9.508245316566038,0.471076,0.477151
O1,o,9,9.324170150742637,-0.587849,-0.589891
C4,c3,7,8.44434964932173,0.0564,0.050525
C5,c3,6,7.02059121442062,0.263361,0.253769
N2,nh,5,6.116566847505224,-0.782071,-0.774498
C6,ca,4,4.725316920588502,0.437513,0.465553
C7,ca,3,4.182497579198342,-0.301947,-0.339356
C8,ca,2,2.8746862437490464,-0.019606,-0.095481
C9,ca,1,1.9156675076849843,-0.152807,0.081838
C10,ca,2,2.874568141477951,-0.019606,-0.095481
C11,ca,3,4.175071376635374,-0.301947,-0.339356
Br1,br,0,0.0,-0.102654,-0.343004
H1,h1,11,12.562667033715412,0.104832,0.105347
H2,h1,11,12.56083584002275,0.104832,0.105347
H3,h1,11,11.572331355435688,0.104832,0.105347
H4,h1,11,11.985387102634608,0.104832,0.105347
H5,h1,11,12.057479214164127,0.104832,0.105347
H6,h1,11,10.639869642058592,0.104832,0.105347
H7,hc,8,8.648520162432416,-0.004909,-0.003623
H8,hc,8,8.709983754290246,-0.004909,-0.003623
H9,h1,7,7.003518972630831,0.028811,0.031674
H10,h1,7,6.977759095870249,0.028811,0.031674
H11,hn,6,6.5708465969005845,0.353134,0.3508
H12,ha,4,5.014088750710342,0.148808,0.161649
H13,ha,3,2.9799511740966493,0.144846,0.176495
H14,ha,3,2.9801161051207385,0.144846,0.176495
H15,ha,4,5.018945805644846,0.148808,0.161649
X,x,-1,-1.0,0.0,0.114473
