name,type,nb_distance,distance,q_std,q_mod
C1,c3,4,5.21064727265241,-0.322515,-0.271572
C2,c3,3,4.062913486649697,0.077452,0.105093
C3,c3,4,4.8036417435108545,-0.093394,-0.083373
C4,c3,3,4.270189925518536,-0.161496,-0.232696
C5,c3,2,2.9915216863663217,0.054048,-0.052539
H1,hc,3,3.058560445699905,0.060924,0.068364
C6,c3,3,3.679897009428389,0.327688,0.378883
C7,c3,4,5.083788547923684,-0.36765,-0.362481
C8,c3,4,3.4196156216744598,-0.36765,-0.362481
C9,c3,1,1.9780993402759124,-0.498482,-0.018162
H2,h1,2,2.4593621124185843,0.242717,0.148068
C10,c,2,2.9485476085693447,0.669207,0.46805
O1,o,3,3.355650458554943,-0.525005,-0.482012
Br1,br,0,0.0,-0.098249,-0.386344
H3,hc,5,5.117354199193173,0.083702,0.069194
H4,hc,5,5.667905521442644,0.083702,0.069194
H5,hc,5,6.061573558078793,0.083702,0.069194
H6,hc,5,5.794841153992057,0.047801,0.044703
H7,hc,5,5.117093901815757,0.047801,0.044703
H8,hc,4,5.101216815623504,0.060636,0.076475
H9,hc,4,4.365645198593216,0.060636,0.076475
H10,hc,5,5.692517017980711,0.089071,0.084733
H11,hc,5,5.202429624704211,0.089071,0.084733
H12,hc,5,5.748665584289975,0.089071,0.084733
H13,hc,5,4.409670622620243,0.089071,0.084733
H14,hc,5,3.5366043035657806,0.089071,0.084733
H15,hc,5,2.7302712319474782,0.089071,0.084733
X,x,-1,-1.0,0.0,0.124869
