name,type,nb_distance,distance,q_std,q_mod
C1,c3,3,3.1022008316677367,-0.221217,-0.22333
C2,ca,2,2.746820889683199,0.249072,0.17453
C3,ca,3,4.023074694807443,-0.476089,-0.476874
C4,ca,4,4.534685104833631,0.332311,0.333287
C5,ca,3,4.040598965500041,-0.072928,-0.081527
C6,ca,2,2.7203633948426815,-0.18789,-0.284533
C7,ca,1,1.7667965361070868,-0.07147,0.128462
Cl1,cl,0,0.0,-0.125507,-0.300514
C8,c3,4,5.2572055314587045,0.361836,0.362986
C9,c3,5,5.605674000510554,-0.390372,-0.349509
C10,c3,5,5.607220880257883,-0.390372,-0.349509
O1,oh,5,5.906489481917326,-0.631036,-0.621103
H1,hc,4,3.0212985618769954,0.076933,0.082963
H2,hc,4,4.191094009921515,0.076933,0.082963
H3,hc,4,3.0215896478509454,0.076933,0.082963
H4,ha,4,4.891220808755213,0.195344,0.205977
H5,ha,3,2.8198342149849873,0.174016,0.21765
H6,hc,5,6.123252158779679,0.02216,0.01531
H7,hc,6,5.7646350274757205,0.090939,0.078758
H8,hc,6,5.052763006514357,0.090939,0.078758
H9,hc,6,6.6276986956258055,0.090939,0.078758
H10,hc,6,5.7669173741263196,0.090939,0.078758
H11,hc,6,6.628804643372741,0.090939,0.078758
H12,hc,6,5.054402041784963,0.090939,0.078758
H13,ho,6,6.299801107971584,0.455706,0.448676
X,x,-1,-1.0,0.0,0.078585
