distance,dq
3.08369,-0.08930
2.14573,0.28410
3.08175,-0.08930
4.39740,-0.05031
0.00000,-0.27715
8.86708,0.00102
5.23907,0.01716
3.15030,0.03444
3.14859,0.03444
5.23074,0.01716
6.87430,0.00309
9.28500,-0.00022
11.03892,-0.00035
10.90780,0.00022
-1.00000,0.13379
4.39376,-0.05235
3.07717,-0.10756
2.13752,0.33523
3.07911,-0.10756
4.39249,-0.05235
4.91746,0.01846
6.32586,0.03324
7.12619,-0.00716
8.41635,-0.00724
9.37326,0.00265
10.25470,-0.00017
9.04564,0.00265
9.56866,-0.00017
0.00000,-0.32450
5.23203,0.02068
3.14342,0.04055
3.15287,0.04055
5.22819,0.02068
6.84727,-0.01231
-1.00000,0.15664
8.13663,0.00625
8.00905,-0.00574
9.09361,0.00625
8.50755,0.00625
6.72158,-0.00864
5.52205,0.05805
5.58426,-0.01624
4.39949,-0.07554
4.91596,0.03360
4.39926,0.01103
3.08618,-0.22142
2.13721,0.39801
3.06589,-0.11890
0.00000,-0.35151
3.15957,0.10454
4.55260,-0.10229
8.04756,-0.00194
9.18153,-0.00194
7.52162,-0.00194
9.24286,-0.00194
10.05886,-0.00194
9.01556,-0.00194
7.93976,-0.00194
9.51865,-0.00194
8.66960,-0.00194
6.81564,0.00386
6.00208,-0.00651
5.24624,0.00511
3.13962,0.04650
5.12918,0.02506
4.79761,0.02506
5.11888,0.02506
-1.00000,0.16961
4.39736,-0.04518
4.94751,0.02582
4.39743,-0.04518
3.08095,-0.09318
2.14603,0.29062
3.08560,-0.09318
6.34860,0.00746
7.12327,-0.00549
8.55299,-0.00140
9.60548,0.00351
10.78856,-0.00290
10.51520,0.00531
9.18958,-0.00396
11.50519,-0.00348
0.00000,-0.27921
11.07876,0.00071
12.11532,0.00071
12.24380,0.00071
11.80403,0.00037
9.63938,-0.00113
6.89378,0.00292
5.22589,0.01608
3.14585,0.03472
3.15358,0.03472
5.24183,0.01608
-1.00000,0.13455
9.01529,0.03359
7.99912,-0.02201
6.66707,-0.02284
5.68728,0.04672
6.14165,-0.00545
4.32842,-0.01182
3.17606,-0.15167
2.10765,0.40354
3.04553,-0.18521
3.17633,0.05743
4.25722,-0.00963
5.53456,0.05847
0.00000,-0.29895
3.68134,0.02986
9.00665,-0.00597
9.01165,-0.00597
10.01303,-0.00597
8.21915,0.00280
8.21272,0.00280
5.52042,-0.01143
6.19520,-0.01143
6.19256,-0.01143
4.42178,0.00011
3.12379,0.00011
4.42259,0.00011
-1.00000,0.12426
4.39468,-0.04470
4.92638,0.04224
4.39921,-0.06871
3.07510,-0.11746
2.14489,0.34555
3.07962,-0.11753
0.00000,-0.32479
5.53078,0.05338
5.63653,-0.01348
6.73552,-0.01641
7.87657,0.00213
5.22813,0.01638
6.01156,-0.00317
3.16462,0.04534
3.14449,0.04250
6.85889,0.00372
8.34721,-0.00050
7.64480,-0.00050
-1.00000,0.15601
4.28920,0.02202
3.16306,-0.14878
2.09020,0.35184
2.96515,-0.04675
4.17193,-0.11983
5.41086,0.09566
5.93563,-0.02546
5.62982,-0.00668
4.71399,0.01853
6.97828,-0.00392
7.90423,0.02011
9.54727,-0.00336
7.33286,-0.01570
0.00000,-0.31622
5.30978,0.01125
3.46002,0.03584
6.26028,-0.01651
7.37337,-0.00280
8.01105,0.00204
-1.00000,0.14871
3.38593,0.00457
3.11288,-0.09623
4.40979,-0.02010
4.92981,0.01477
4.39040,-0.03325
3.04886,-0.09295
2.15429,0.27330
0.00000,-0.25934
5.41927,0.01129
6.53921,0.00980
7.74035,-0.01032
7.90981,0.00273
9.21074,0.00210
10.24685,-0.00182
10.12431,0.00210
8.94659,0.00273
11.58036,-0.00039
12.67833,0.00033
3.23844,0.00658
3.25137,0.00658
4.47812,0.00658
5.25816,0.01473
6.01480,-0.00084
3.09969,0.03620
6.81339,-0.00035
7.14780,-0.00171
9.54733,-0.00036
11.05756,-0.00036
9.07307,-0.00171
-1.00000,0.12532
5.61196,0.04542
4.24717,-0.01637
3.12516,-0.19130
2.09718,0.49667
3.18207,-0.28897
4.31920,0.05606
3.64686,0.10386
4.33159,-0.02143
0.00000,-0.35703
