name,type,nb_distance,distance,q_std,q_mod
C1,cc,10,11.405862089294258,-0.300179,-0.289965
C2,cc,9,10.082372191106614,0.144553,0.136919
C3,cd,8,9.138231448152316,-0.329396,-0.326694
S1,ss,9,10.111421116737251,-0.041194,-0.036054
C4,cd,10,11.55327395156888,-0.108004,-0.116649
C5,c,7,7.666028763316768,0.679174,0.683451
O1,o,8,7.272518270860514,-0.559752,-0.555134
N1,n,6,6.995243026514518,-0.1495,-0.16494
N2,n2,5,5.654814939500673,-0.302895,-0.30883
C6,ce,4,5.394335547590639,0.004835,0.082991
C7,cc,3,4.1705137573205535,0.370786,0.223494
C8,cd,3,4.295491822830071,-0.466878,-0.422662
C9,cd,2,3.1649609792223345,0.135641,-0.044545
C10,cc,1,2.0927231063855536,-0.264865,0.111448
O2,os,2,2.967427336936829,-0.112898,-0.129026
I1,i,0,0.0,0.085148,-0.270468
H1,ha,11,12.300309955444213,0.183981,0.182009
H2,ha,10,9.906248987381652,0.123524,0.123357
H3,h4,11,12.510955598994027,0.209436,0.211009
H4,hn,7,7.638622388886624,0.249492,0.245058
H5,h4,5,6.3004952979904685,0.117733,0.110228
H6,ha,4,5.31602793446385,0.214545,0.222141
H7,ha,3,3.4630381170296123,0.116712,0.162499
X,x,-1,-1.0,0.0,0.170363
