name,type,nb_distance,distance,q_std,q_mod
C1,ca,5,5.430180199588224,-0.314315,-0.289597
C2,ca,4,5.333680342877702,-0.041594,-0.038138
C3,ca,3,4.217942626447164,-0.188294,-0.170593
C4,ca,2,2.910613165640532,0.623811,0.425846
C5,cc,1,1.895507319954212,-0.372228,-0.018104
C6,cd,2,2.8250366369305726,0.083401,-0.025665
N1,n,3,4.125833855113412,-0.410636,-0.457763
H1,hn,4,4.899112164464088,0.338667,0.357082
C7,c,4,4.779893408853382,0.581883,0.604144
O1,o,5,6.001203712589668,-0.586072,-0.587839
Br1,br,0,0.0,-0.039626,-0.351934
N2,nb,3,3.1132743213536456,-0.544839,-0.450953
C8,ca,4,4.435744018763932,0.245572,0.215686
H2,ha,6,6.458658993939841,0.167564,0.162252
H3,ha,5,6.304087324902789,0.18264,0.176145
H4,h4,3,2.9705625729817577,0.170023,0.208987
H5,h4,5,4.932955402190456,0.104043,0.101422
X,x,-1,-1.0,0.0,0.139022
