name,type,nb_distance,distance,q_std,q_mod
C1,ca,3,4.02737296509772,-0.30243,-0.30556
C2,ca,2,2.7361816460169455,-0.042381,-0.158806
C3,ca,1,1.7613208112095884,-0.055327,0.20629
C4,ca,2,2.732276889336072,-0.042381,-0.158806
C5,ca,3,4.034816228776721,-0.30243,-0.30556
C6,ca,4,4.550727963743824,0.371856,0.377224
O1,os,5,5.909899914550162,-0.289054,-0.286615
C7,c3,6,6.780264744093699,-0.065278,-0.066183
C8,c3,7,8.189997619047272,0.299785,0.297637
H1,h1,8,8.365103346641929,0.066452,0.066504
C9,c3,8,9.247814011970613,0.020567,0.02262
O2,os,9,10.565086890319456,-0.429847,-0.429821
C10,c,10,11.186153494387604,0.948807,0.950985
O3,o,11,10.792748120844848,-0.623596,-0.624398
N1,n,11,12.47105356415407,-0.974225,-0.975653
O4,oh,8,8.562009226811194,-0.6736,-0.674638
Cl1,cl,0,0.0,-0.127905,-0.338137
H2,ha,4,4.894232217621065,0.168934,0.175969
H3,ha,3,2.8736631674571744,0.147163,0.185103
H4,ha,3,2.870322804145904,0.147163,0.185103
H5,ha,4,4.8758122400272965,0.168934,0.175969
H6,h1,7,6.776644745004713,0.066989,0.06766
H7,h1,7,6.716087402647467,0.066989,0.06766
H8,h1,9,9.26058237909474,0.083467,0.082456
H9,h1,9,9.252709332946756,0.083467,0.082456
H10,hn,12,12.782030394268356,0.42624,0.426297
H11,hn,12,13.032162752206558,0.42624,0.426297
H12,ho,9,9.074349232865131,0.4354,0.436428
X,x,-1,-1.0,0.0,0.091519
