name,type,nb_distance,distance,q_std,q_mod
C1,ca,3,4.035903864068123,-0.344659,-0.358077
C2,ca,2,2.732902120457299,-0.0307,-0.131904
C3,ca,1,1.7617570774655626,-0.070668,0.174398
C4,ca,2,2.73671536700476,-0.0307,-0.131904
C5,ca,3,4.028012661350507,-0.344659,-0.358077
C6,ca,4,4.55130805373576,0.469217,0.48222
O1,os,5,5.910557164938006,-0.352346,-0.349676
C7,c3,6,6.777754347864785,-0.065902,-0.069009
C8,c3,7,8.18412939780402,0.399242,0.395567
H1,h1,8,8.354312778439649,0.026504,0.026538
C9,c3,8,9.261064787593272,0.118315,0.124876
O2,oh,9,10.492482261123914,-0.689249,-0.689447
O3,oh,8,8.558827197694786,-0.672338,-0.672359
Cl1,cl,0,0.0,-0.126484,-0.331051
H2,ha,4,4.876818327557425,0.175853,0.184416
H3,ha,3,2.8704630288509203,0.148696,0.183025
H4,ha,3,2.873691354338528,0.148696,0.183025
H5,ha,4,4.894481586439978,0.175853,0.184416
H6,h1,7,6.731127765835381,0.073933,0.075219
H7,h1,7,6.758749440540017,0.073933,0.075219
H8,h1,9,9.260584538785874,0.021906,0.020016
H9,h1,9,9.264765566381051,0.021906,0.020016
H10,ho,10,11.204842301433786,0.447911,0.447128
H11,ho,9,9.522243065580716,0.425742,0.425881
X,x,-1,-1.0,0.0,0.089544
