name,type,nb_distance,distance,q_std,q_mod
C1,ca,4,4.549664053531865,-0.206397,-0.179683
C2,ca,3,4.041150949915135,-0.119961,-0.136963
C3,ca,2,2.7547802090184983,-0.010086,-0.135564
C4,ca,1,1.7475070815307159,-0.066377,0.229674
C5,ca,2,2.6939578690098327,-0.063884,-0.186924
C6,ca,3,3.9886074010862487,0.08044,0.045386
N1,no,4,5.152771002091981,0.667391,0.715004
O1,o,5,6.247616345455281,-0.416904,-0.431281
O2,o,5,5.194113302576293,-0.416904,-0.431281
Cl1,cl,0,0.0,-0.050138,-0.295161
C7,c,3,3.1363179048049323,0.76945,0.841675
O3,o,4,3.168348939116397,-0.54506,-0.558852
N2,n,4,4.207101258586487,-0.979759,-1.007144
H1,ha,5,5.632084605188385,0.198991,0.196937
H2,ha,4,4.901319006145182,0.158053,0.168155
H3,ha,3,2.8370662664097224,0.162011,0.209024
H4,hn,5,4.466222788889958,0.419566,0.425662
H5,hn,5,4.772153811435671,0.419566,0.425662
X,x,-1,-1.0,0.0,0.105674
