name,type,nb_distance,distance,q_std,q_mod
C1,ca,3,4.024458969849239,-0.207849,-0.194847
C2,ca,2,2.731185823044635,-0.074631,-0.216834
C3,ca,1,1.758631854596067,-0.018443,0.279207
C4,ca,2,2.7300377286770234,-0.074631,-0.216834
C5,ca,3,4.024841611790457,-0.207849,-0.194847
C6,ca,4,4.5633195154404875,0.118337,0.097445
C7,c3,5,6.074859751467518,-0.21863,-0.176234
C8,c3,6,6.798261836675607,0.357673,0.338668
H1,h1,7,6.588609337333638,0.024866,0.028575
C9,c,7,8.300756712493145,0.658928,0.660325
O1,o,8,8.800996477672287,-0.56426,-0.565209
O2,oh,8,9.153460220047934,-0.561865,-0.560836
N1,n3,7,6.8435083108008286,-0.934443,-0.92689
Cl1,cl,0,0.0,-0.112596,-0.335981
H2,ha,4,4.874910153018207,0.144347,0.149523
H3,ha,3,2.8683204144586076,0.144609,0.18808
H4,ha,3,2.8672031668509295,0.144609,0.18808
H5,ha,4,4.873627601694656,0.144347,0.149523
H6,hc,6,6.548993281413565,0.078787,0.0692
H7,hc,6,6.55562567570785,0.078787,0.0692
H8,hn,8,6.120443529679855,0.351864,0.350291
H9,hn,8,6.9296027303157866,0.351864,0.350291
H10,ho,9,8.666746159891842,0.376178,0.374797
X,x,-1,-1.0,0.0,0.095306
