name,type,nb_distance,distance,q_std,q_mod
C1,ca,3,4.169305937443306,-0.135984,-0.157801
C2,ca,2,2.8681772957751406,-0.050559,-0.14167
C3,ca,1,1.9133397502795992,-0.127499,0.127367
C4,ca,2,2.8699454698652374,-0.050559,-0.14167
C5,ca,3,4.172134585556894,-0.135984,-0.157801
C6,ca,4,4.712445225145858,0.0775,0.078338
C7,cc,5,6.1796938435492095,0.185985,0.210446
C8,cd,6,7.136615514373742,-0.569006,-0.576613
N1,na,7,8.33580739940649,0.473909,0.470952
C9,cc,8,9.693278805440396,-0.352824,-0.347254
C10,cd,9,10.501991668250362,-0.295899,-0.298695
S1,ss,8,9.822084401999403,0.021993,0.024138
C11,cd,7,8.177690933264719,0.128478,0.125077
N2,nc,6,6.977117313045553,-0.383936,-0.388636
Br1,br,0,0.0,-0.086963,-0.335917
H1,ha,4,5.004655732415567,0.118533,0.129527
H2,ha,3,2.9709247718513505,0.136845,0.171382
H3,ha,3,2.9740432074870737,0.136845,0.171382
H4,ha,4,5.023059326745007,0.118533,0.129527
H5,h4,7,7.229294917210114,0.26294,0.263631
H6,h4,9,10.09510341700371,0.25268,0.251626
H7,h4,10,11.581546744714197,0.27497,0.275187
X,x,-1,-1.0,0.0,0.117477
