distance,dq
2.88442,0.04350
6.91415,0.00389
8.09772,0.00389
6.65147,0.00389
10.01908,0.00389
9.94444,0.00389
9.00294,0.00389
8.55534,0.00389
9.69402,0.00389
9.77937,0.00389
7.46809,0.00105
-1.00000,0.09304
4.67823,0.00040
4.28388,-0.05705
2.88709,0.10560
2.69461,-0.22990
1.73502,0.32492
2.73336,-0.13218
2.94177,0.04501
4.10841,0.00052
5.22759,0.04319
6.49059,-0.02117
6.82387,0.00863
6.01535,0.00220
4.61671,-0.02196
4.09671,0.06276
5.06973,-0.00623
0.00000,-0.23724
5.76509,0.00031
4.59977,0.00031
4.40666,0.00031
4.73413,0.01582
4.93703,0.01582
5.27469,-0.01660
7.37839,0.00368
7.89416,-0.00141
6.60135,-0.00276
-1.00000,0.09703
2.72794,-0.10828
4.02135,-0.01877
4.52838,0.03432
4.03584,-0.04596
2.72869,-0.12412
1.75968,0.27008
0.00000,-0.22366
5.30335,0.08860
6.02128,-0.01683
5.48234,-0.03270
6.55478,0.00527
5.90339,-0.00927
2.86970,0.03751
4.88094,0.00971
2.85874,0.04809
6.67463,0.00343
6.83212,-0.00092
6.31486,0.00044
5.09451,0.00554
6.16025,-0.02376
5.74063,0.00343
-1.00000,0.09784
4.53951,0.00689
4.01413,-0.00293
2.71117,-0.13207
1.75699,0.32878
2.75357,-0.22925
4.04152,0.03688
3.06502,0.13831
3.33213,-0.02782
4.55404,-0.01284
5.41635,0.00525
4.85453,-0.00993
4.16589,-0.02408
4.81009,0.00619
0.00000,-0.24909
5.62462,-0.00324
4.85850,0.00715
2.82052,0.04388
4.89424,-0.00351
3.90480,0.00588
2.73145,0.00588
5.75930,0.00524
-1.00000,0.10442
4.53849,0.00439
4.01467,-0.00777
2.70991,-0.10681
1.75895,0.26883
2.74713,-0.12711
4.02944,0.00722
3.12538,-0.00677
3.36715,-0.00503
4.28177,0.07836
4.94993,-0.03641
5.96642,0.00309
4.55319,0.04209
3.62017,-0.02924
3.66013,-0.00139
0.00000,-0.21855
5.62435,-0.00134
4.85922,0.00787
2.82213,0.03652
4.89069,0.00941
4.19185,0.01533
2.89281,0.01533
4.07392,-0.02015
5.17622,-0.02015
5.16816,-0.00985
-1.00000,0.10212
4.02410,0.00859
2.73127,-0.13225
1.76016,0.28407
2.73319,-0.13225
4.02728,0.00859
4.56110,-0.01687
6.02902,0.02240
6.98669,-0.00739
8.18476,-0.00057
9.54241,0.00356
10.35173,-0.00193
9.67325,0.00098
8.02670,-0.00159
6.82843,-0.00577
0.00000,-0.21506
4.86833,0.00709
2.86796,0.04016
2.87097,0.04016
4.88623,0.00709
7.08522,-0.00005
9.94602,-0.00079
11.43036,-0.00005
-1.00000,0.09191
5.84153,0.00055
6.16744,-0.01371
5.19582,0.04663
3.96802,-0.03402
4.53519,0.01712
4.02248,-0.00299
2.74813,-0.10318
1.75282,0.23687
2.69464,-0.09953
7.61313,-0.00146
8.56716,-0.00042
9.91416,0.00162
10.43084,-0.00099
9.65235,0.00162
8.26050,-0.00042
11.93312,0.00280
0.00000,-0.19984
12.35594,-0.00084
12.30635,-0.00084
12.46050,-0.00084
10.68313,-0.00067
8.35043,0.00036
7.80871,0.00036
10.24270,-0.00067
5.45732,-0.01463
2.89011,0.03806
2.87739,0.03611
4.90075,0.00455
-1.00000,0.08839
8.77165,-0.00365
8.10762,0.00969
8.62218,-0.00365
8.77155,-0.00365
6.62947,-0.02326
5.98339,0.03194
6.70503,-0.00916
4.46824,-0.01510
4.01450,-0.01158
2.73827,-0.11263
1.75088,0.29438
2.72751,-0.14939
3.98254,0.02097
0.00000,-0.23595
8.56228,0.00053
9.85216,0.00053
8.61965,0.00053
8.39343,0.00053
9.71371,0.00053
8.39461,0.00053
8.61876,0.00053
9.85220,0.00053
8.56127,0.00053
6.16487,0.00861
4.90777,0.01194
2.89503,0.03498
2.87494,0.04781
-1.00000,0.10298
8.77677,0.00338
8.10353,0.00709
8.77777,0.00338
8.58491,0.00158
9.99917,-0.00026
6.62834,-0.01881
5.98355,0.02590
6.70416,-0.00805
4.46800,-0.01189
