name,type,nb_distance,distance,q_std,q_mod
C1,ca,3,4.036499225814369,-0.373679,-0.386257
C2,ca,2,2.7349722119246476,-0.061242,-0.145454
C3,ca,1,1.7643097800556453,-0.122076,0.082202
C4,ca,2,2.7449264106711495,0.100415,0.026454
C5,ca,3,4.045774833082039,-0.034233,-0.055511
C6,ca,4,4.563844651168573,0.294274,0.312371
O1,oh,5,5.931938468999825,-0.604076,-0.607547
C7,c3,4,5.128543360448461,-0.048064,-0.003478
C8,c3,4,4.726983604794922,-0.109285,-0.139846
C9,c3,3,3.2712942392881748,-0.004278,0.009976
Cl1,cl,0,0.0,-0.1192,-0.295908
H1,ha,4,4.887621405141768,0.184937,0.191869
H2,ha,3,2.867828795447873,0.162497,0.192881
H3,ho,6,6.343744004923276,0.447993,0.447911
H4,hc,5,5.660790492501908,0.058906,0.050268
H5,hc,5,5.973902744437676,0.058906,0.050268
H6,hc,5,5.485052506585511,0.046201,0.051556
H7,hc,5,5.044505624934915,0.046201,0.051556
H8,hc,4,3.0625339181795193,0.037902,0.044278
H9,hc,4,3.4478016184229627,0.037902,0.044278
X,x,-1,-1.0,0.0,0.078135
