name,type,nb_distance,distance,q_std,q_mod
C1,c3,10,11.59580937235517,-0.200949,-0.204428
C2,c3,9,10.430179720407505,0.213665,0.206418
O1,os,8,9.209064827657585,-0.418628,-0.413338
C3,c,7,8.060678197273477,0.794851,0.792571
O2,o,8,8.174698771208638,-0.58963,-0.592022
C4,ca,6,6.860865907449293,-0.146972,-0.157307
C5,ca,7,7.196632893235559,-0.125977,-0.115981
C6,ca,6,6.361287919910558,-0.134591,-0.135182
C7,ca,5,4.9707835398456055,-0.219385,-0.216244
C8,ca,4,4.477019097569276,0.176728,0.145061
C9,ca,5,5.59528667719537,-0.140514,-0.129971
N1,n,3,3.1311271133571057,-0.425608,-0.350521
C10,c,2,3.0179012574966735,0.826016,0.712803
O3,o,3,4.135406267829076,-0.574491,-0.577906
C11,c3,1,1.983111444170499,-0.720144,-0.429246
Br1,br,0,0.0,-0.068222,-0.225982
H1,hc,11,12.530048443641387,0.061779,0.062964
H2,hc,11,11.65181419350652,0.061779,0.062964
H3,hc,11,11.65266819230686,0.061779,0.062964
H4,h1,10,10.519106140732681,0.039353,0.04218
H5,h1,10,10.518108052306747,0.039353,0.04218
H6,ha,8,8.264683660007806,0.135229,0.132036
H7,ha,7,6.936383279490833,0.150897,0.149646
H8,ha,6,4.49046612279839,0.172262,0.173852
H9,ha,6,5.671434827272549,0.178575,0.190638
H10,hn,4,2.4885435499504527,0.255133,0.232902
H11,h1,2,2.511371338531998,0.298855,0.234398
H12,h1,2,2.5116819066115834,0.298855,0.234398
X,x,-1,-1.0,0.0,0.070153
