name,type,nb_distance,distance,q_std,q_mod
C1,c3,7,6.706226509744507,-0.517482,-0.509305
C2,c3,6,5.774104432723745,0.48148,0.496166
C3,c3,7,6.751000962820254,-0.517482,-0.509305
N1,n3,5,4.675238603536723,-0.669041,-0.663795
C4,c3,4,3.5876495090797262,0.035399,0.009818
C5,c3,3,3.1383884399481206,0.23345,0.256557
H1,h1,4,2.7372809501401205,0.032552,0.047031
C6,ca,2,2.7618866739966,0.199542,0.097238
C7,ca,3,4.043688662595081,-0.189836,-0.182035
C8,ca,4,4.542753460182492,-0.164613,-0.158712
C9,ca,3,4.017063355238501,-0.162788,-0.172049
C10,ca,2,2.7122297100356376,-0.06805,-0.150835
C11,ca,1,1.7720183407628713,-0.120474,0.089609
Cl1,cl,0,0.0,-0.116817,-0.29711
O1,oh,4,4.480144863729297,-0.649784,-0.64643
H2,hc,8,7.172650695523935,0.135094,0.13123
H3,hc,8,7.573943358647462,0.135094,0.13123
H4,hc,8,6.369005102839846,0.135094,0.13123
H5,h1,7,5.563495663699218,-0.016746,-0.023275
H6,hc,8,7.179156496413768,0.135094,0.13123
H7,hc,8,6.451967606862266,0.135094,0.13123
H8,hc,8,7.6386056319200035,0.135094,0.13123
H9,h1,5,4.255564944869247,0.041349,0.053893
H10,h1,5,3.0024125299498734,0.041349,0.053893
H11,ha,4,4.892360779828079,0.17137,0.176933
H12,ha,5,5.628815594776579,0.154215,0.152611
H13,ha,4,4.860274580720723,0.150372,0.156724
H14,ha,3,2.814829834998912,0.137603,0.168967
H15,ho,5,4.97530722669465,0.385048,0.381564
H16,hn,6,4.476152477295652,0.318819,0.31433
X,x,-1,-1.0,0.0,0.070135
