name,type,nb_distance,distance,q_std,q_mod
C1,ca,4,4.5982730453943255,-0.213641,-0.186759
C2,ca,5,5.31114535670038,-0.095523,-0.113804
C3,ca,4,5.000486576324348,-0.213641,-0.186759
C4,ca,3,3.8449049403073676,-0.088693,-0.092629
C5,ca,2,2.7820645211784716,0.141595,0.043855
C6,ca,3,3.3137585910865623,-0.088693,-0.092629
C7,c3,1,1.8398807026543866,-0.375363,-0.033503
Cl1,cl,0,0.0,-0.142776,-0.28881
C8,c,2,2.7544295235129903,0.818542,0.708645
O1,o,3,3.6803760677409043,-0.609626,-0.605988
N1,ne,3,3.1297907278283,-0.648697,-0.63066
C9,c2,4,4.2893117163479735,0.853067,0.868269
O2,oh,5,5.012185650990992,-0.603449,-0.612023
N2,nh,5,5.138879255246225,-0.944725,-0.95269
H1,h1,2,2.3657768280207665,0.199575,0.121634
H2,ha,6,6.353602678795708,0.137394,0.138777
H3,ha,5,5.884957858812585,0.156297,0.149984
H4,ha,4,4.063037533668622,0.127077,0.12165
H5,ha,4,3.1181722210294924,0.127077,0.12165
H6,ha,5,5.273010999419592,0.156297,0.149984
H7,hn,6,5.959306754984174,0.427803,0.432159
H8,ho,6,5.919934881398612,0.452299,0.451891
H9,hn,6,4.918268394465678,0.427803,0.432159
X,x,-1,-1.0,0.0,0.055597
