name,type,nb_distance,distance,q_std,q_mod
C1,ca,4,4.6756715025758595,-0.138812,-0.144002
C2,ca,3,4.164965906223003,-0.324897,-0.321232
C3,ca,2,2.857436788452196,0.53605,0.440228
C4,ca,1,1.9177179146057952,-0.354254,-0.07419
C5,ca,2,2.870088848798936,-0.011068,-0.153166
C6,ca,3,4.194427851328474,0.114892,0.096928
C7,ce,4,5.411330705103874,-0.354387,-0.309574
C8,cd,5,5.9138956703682215,0.069503,0.053233
C9,c,6,5.616390388852969,0.596033,0.592327
O1,o,7,4.700476039721934,-0.561972,-0.563437
N1,n,7,6.954089300548275,-0.200049,-0.193896
C10,c,7,7.886214871533744,0.007725,0.009139
S1,s,8,9.526874093846313,-0.344092,-0.344718
N2,n,6,7.316773195883552,-0.198288,-0.199738
Br1,br,0,0.0,-0.025741,-0.268674
O2,oh,3,3.100586073631887,-0.576424,-0.566972
H1,ha,5,5.762045730467609,0.15593,0.159346
H2,ha,4,4.998552290413696,0.201012,0.207439
H3,ha,3,2.9729907500697004,0.216371,0.276792
H4,ha,5,6.299457913185864,0.215719,0.205127
H5,hn,8,7.3462612259570506,0.287823,0.285797
H6,hn,7,7.992600703150383,0.287073,0.287697
H7,ho,4,2.456798323021245,0.401852,0.419817
X,x,-1,-1.0,0.0,0.105729
