name,type,nb_distance,distance,q_std,q_mod
C1,ca,3,4.396644743437887,-0.189569,-0.225766
C2,ca,4,4.925855357194322,-0.051394,-0.022798
C3,ca,3,4.40054689782986,0.03715,-0.029403
C4,ca,2,3.075955298764922,0.119614,-0.000529
C5,ca,1,2.1453507871674504,-0.309519,0.023058
C6,ca,2,3.082121834061723,0.019101,-0.091797
I1,i,0,0.0,-0.017345,-0.322607
C7,c3,4,5.571858756285914,-0.117185,-0.058397
H1,h2,5,5.384378608530422,0.185493,0.165278
C8,c3,6,7.975853622026923,0.050302,0.037715
H2,h1,7,8.64546453349963,0.088759,0.091933
C9,c3,6,8.086182102822074,-0.114396,-0.113901
S1,ss,5,6.712859599306394,-0.145259,-0.146488
C10,c,7,8.74273258197916,0.673856,0.673706
O1,oh,8,8.300097168105925,-0.503603,-0.504741
H3,ha,4,5.233161663851023,0.1534,0.168491
H4,ha,5,6.011238973789014,0.128044,0.127089
H5,ha,3,3.131724764406987,0.054383,0.104231
H6,ha,3,3.1524958366348397,0.137297,0.174811
H7,h1,7,8.235683881742913,0.116786,0.116116
H8,h1,7,9.01393887265717,0.116786,0.116116
N1,n3,5,6.622379255222401,-0.496961,-0.48851
H9,ho,9,7.4138948603281385,0.297926,0.298139
H10,hn,6,6.633644171946518,0.322346,0.319607
O2,o,8,9.833404344376365,-0.556013,-0.55464
X,x,-1,-1.0,0.0,0.143286
