name,type,nb_distance,distance,q_std,q_mod
N1,nc,3,4.09913405489501,-0.623973,-0.578101
C1,cd,3,4.003007119653923,0.108813,0.08155
N2,na,2,2.850663957747388,0.594562,0.41513
C2,cd,1,1.87151195561236,-0.509834,-0.120214
C3,cc,2,2.9740909535520266,0.317211,0.13134
C4,cc,3,3.3708838603547293,-0.590515,-0.525349
C5,cd,4,4.726986460737962,0.185341,0.166483
N3,nc,5,5.545336058346689,-0.567889,-0.563692
C6,cd,4,5.246480439304048,0.526547,0.574963
N4,nh,5,6.382348313904531,-0.399893,-0.429362
C7,c3,6,7.697195658160185,-0.242238,-0.220537
Br1,br,0,0.0,0.039239,-0.249035
H1,h1,7,7.941922563208483,0.11722,0.11205
H2,h1,7,8.454003903476744,0.11722,0.11205
H3,h1,7,7.939985516359585,0.11722,0.11205
H4,hn,6,6.407470093570472,0.313734,0.317155
H5,h4,3,3.314726082197442,0.115414,0.159301
H6,h4,4,2.9997233205747493,0.250527,0.251742
H7,h4,5,5.408016457075552,0.131294,0.128803
X,x,-1,-1.0,0.0,0.123673
