name,type,nb_distance,distance,q_std,q_mod
C1,c3,8,8.68631095459977,-0.239441,-0.242293
C2,c3,7,7.2941336017377685,0.227068,0.228513
O1,os,6,6.395143000746738,-0.372787,-0.375685
C3,c,5,5.066947897896721,0.757404,0.770153
O2,o,6,4.676280145585805,-0.586954,-0.592873
C4,ce,4,4.493973075130736,-0.187376,-0.242244
C5,cf,3,3.181837205137937,-0.136375,-0.049992
C6,ca,2,2.9228337277375185,0.270245,0.133203
C7,ca,3,4.209582995974779,-0.181587,-0.177595
C8,ca,4,4.694882426642865,-0.1763,-0.162813
C9,ca,3,4.1440789085151355,-0.082271,-0.101662
C10,ca,2,2.8226124424015424,-0.068343,-0.156969
C11,ca,1,1.9152511584646021,-0.154135,0.102745
Br1,br,0,0.0,-0.032832,-0.295837
C12,cg,5,5.6479252827919035,0.312708,0.340955
N1,n1,6,6.667567322494764,-0.450206,-0.458974
H1,hc,9,8.932830738349407,0.075006,0.075738
H2,hc,9,8.932271491619586,0.075006,0.075738
H3,hc,9,9.440673334037143,0.075006,0.075738
H4,h1,8,7.213525282412199,0.037093,0.037179
H5,h1,8,7.214271550198259,0.037093,0.037179
H6,ha,4,2.602459029456564,0.162439,0.168506
H7,ha,4,5.079927066405579,0.198409,0.202515
H8,ha,5,5.780462784241414,0.162766,0.160823
H9,ha,4,4.969018212886726,0.146655,0.154676
H10,ha,3,2.880717618927617,0.131707,0.171386
X,x,-1,-1.0,0.0,0.12189
