name,type,nb_distance,distance,q_std,q_mod
C1,c3,5,6.399110094380312,-0.366969,-0.369983
C2,c3,4,5.624253550472275,0.302478,0.343452
C3,c3,5,5.6836349284590755,-0.366969,-0.369983
C4,ca,3,4.408013384734669,-0.10006,-0.169503
C5,ca,2,3.0799775973211236,0.012819,-0.099895
C6,ca,1,2.1508907457144355,-0.343149,-0.030706
C7,ca,2,3.083471258176408,0.012819,-0.099895
C8,ca,3,4.408789629819051,-0.10006,-0.169503
C9,ca,4,4.912641651901755,0.183138,0.249415
O1,oh,5,6.285508253116847,-0.565681,-0.571559
C10,c3,4,5.63249749223202,0.302478,0.343452
C11,c3,5,5.709252665629714,-0.366969,-0.369983
C12,c3,5,6.372233595843768,-0.366969,-0.369983
I1,i,0,0.0,-0.040702,-0.3258
H1,hc,6,5.983507750475469,0.092467,0.091948
H2,hc,6,7.363736008304479,0.092467,0.091948
H3,hc,6,6.720457871306092,0.092467,0.091948
H4,hc,5,6.40013351423234,0.005202,-0.001328
H5,hc,6,5.4376011254964265,0.092467,0.091948
H6,hc,6,6.760897795411495,0.092467,0.091948
H7,hc,6,5.27823701627731,0.092467,0.091948
H8,ha,3,3.128652905005603,0.136724,0.185271
H9,ha,3,3.1345546733148555,0.136724,0.185271
H10,ho,6,6.706585047548416,0.410339,0.409601
H11,hc,5,6.406866316694925,0.005202,-0.001328
H12,hc,6,6.788194531685137,0.092467,0.091948
H13,hc,6,5.486286631228814,0.092467,0.091948
H14,hc,6,5.302520721317362,0.092467,0.091948
H15,hc,6,6.693836343980931,0.092467,0.091948
H16,hc,6,7.337505911411588,0.092467,0.091948
H17,hc,6,5.942749027175891,0.092467,0.091948
X,x,-1,-1.0,0.0,0.129614
