name,type,nb_distance,distance,q_std,q_mod
C1,c3,3,3.0620171456084306,-0.161224,-0.16858
C2,ca,2,2.7321297553374,0.211075,0.167585
C3,ca,3,4.023716192775032,-0.478439,-0.485237
C4,ca,4,4.532092783692761,0.527165,0.523553
C5,ca,3,4.022762359374464,-0.478439,-0.485237
C6,ca,2,2.7321297553374,0.211075,0.167585
C7,ca,1,1.769047766455163,-0.131377,0.00822
Cl1,cl,0,0.0,-0.111158,-0.247688
C8,c3,3,3.0620171456084306,-0.161224,-0.16858
O1,oh,5,5.919699485615803,-0.608187,-0.608
H1,hc,4,2.9770901901017375,0.063021,0.069205
H2,hc,4,4.150987472879194,0.063021,0.069205
H3,hc,4,2.9762004300785927,0.063021,0.069205
H4,ha,4,4.890335775792906,0.201941,0.211014
H5,ha,4,4.890335775792906,0.201941,0.211014
H6,hc,4,2.975846434209937,0.063021,0.069205
H7,hc,4,2.976501973794071,0.063021,0.069205
H8,hc,4,4.150987472879194,0.063021,0.069205
H9,ho,6,6.327063220799995,0.398725,0.398911
X,x,-1,-1.0,0.0,0.060208
