name,type,nb_distance,distance,q_std,q_mod
C1,ca,3,4.036185451636235,-0.250488,-0.241773
C2,ca,2,2.735294134092347,-0.058488,-0.190699
C3,ca,1,1.7597525394213818,-0.048207,0.237113
C4,ca,2,2.732307632752945,-0.058488,-0.190699
C5,ca,3,4.023977758387837,-0.250488,-0.241773
C6,ca,4,4.557935607267835,0.318179,0.299921
N1,nh,5,5.960311485149077,-0.66358,-0.633649
C7,ca,6,7.004313313951626,1.019369,1.004621
N2,nb,7,6.989931044008947,-0.726888,-0.72531
C8,ca,8,8.26779323640837,0.579317,0.581743
N3,nb,9,9.36389283364563,-0.868259,-0.868453
C9,ca,8,9.257077292536776,1.228892,1.230809
N4,nb,7,8.202353625636974,-0.957052,-0.955153
N5,nh,9,10.479710205916955,-1.137628,-1.138778
Cl1,cl,0,0.0,-0.125972,-0.343372
H1,ha,4,4.890803717181871,0.152877,0.159791
H2,ha,3,2.8726005639489807,0.148954,0.189022
H3,ha,3,2.874949043026676,0.148954,0.189022
H4,ha,4,4.875552173856824,0.152877,0.159791
H5,hn,6,6.418086942384,0.365777,0.356283
H6,h5,9,8.531168501442226,0.08602,0.084116
H7,hn,10,11.29861110933552,0.472161,0.4721
H8,hn,10,10.639155276618535,0.472161,0.4721
X,x,-1,-1.0,0.0,0.093227
