name,type,nb_distance,distance,q_std,q_mod
C1,ca,9,9.892953098039028,-0.663923,-0.657249
C2,ca,8,9.32434737662642,0.47769,0.470989
N1,nb,7,8.059259333214188,-0.823945,-0.818342
C3,ca,6,7.299083572613757,1.250649,1.245367
N2,nb,7,7.873111011537942,-0.823945,-0.818342
C4,ca,8,9.16843776223627,0.47769,0.470989
N3,nh,5,5.992440070622317,-0.891194,-0.883671
C5,c2,4,5.036242448492725,0.692913,0.678301
N4,n2,4,5.293009446430263,-0.496704,-0.483975
C6,c3,3,4.576573936909574,-0.009362,-0.04568
C7,c3,2,3.1472402196209934,-0.030522,-0.174793
H1,h1,3,3.2398138835433126,0.171448,0.196487
S1,ss,3,3.775183306807763,-0.221278,-0.193824
C8,c3,1,2.205626895011937,-0.496432,-0.023704
I1,i,0,0.0,-0.098589,-0.360305
H2,ha,10,10.954801413079108,0.215225,0.214026
H3,h4,9,10.018510967204659,0.090296,0.091525
H4,h4,9,9.754410797172733,0.090296,0.091525
H5,hn,6,5.891282882361023,0.410293,0.40539
H6,h1,4,5.275630199322162,0.093906,0.103067
H7,h1,4,4.752022095908225,0.093906,0.103067
H8,h1,2,2.705174301223491,0.245791,0.132646
H9,h1,2,2.687275572024574,0.245791,0.132646
X,x,-1,-1.0,0.0,0.12386
