name,type,nb_distance,distance,q_std,q_mod
N1,nc,5,5.937006821623164,-0.594027,-0.582663
C1,cd,4,4.616830622840738,0.14123,0.243884
N2,na,3,4.106309900628544,0.456007,0.349863
C2,cd,4,5.349617649888634,-0.606168,-0.526727
C3,cc,5,6.286214520679357,0.229127,0.178076
C4,cc,2,2.820163470439258,-0.318341,-0.392066
C5,cd,1,1.9173765931605613,0.009326,0.271073
N3,nc,2,2.7848405699429186,-0.379074,-0.350527
C6,cd,3,4.031528742301114,0.490735,0.298633
N4,nh,4,5.103845217088779,-0.415392,-0.314147
C7,c3,5,5.319628652453102,-0.181612,-0.222537
Br1,br,0,0.0,-0.058522,-0.342762
H1,h1,6,5.049043968911342,0.100445,0.109425
H2,h1,6,6.41102035560643,0.100445,0.109425
H3,h1,6,5.045332397374825,0.100445,0.109425
H4,hn,5,5.9905425463809205,0.314465,0.290532
H5,h4,6,7.3524687690598185,0.125641,0.135045
H6,h4,5,5.640807832216942,0.282442,0.264499
H7,h4,3,2.994667427278028,0.202827,0.242235
X,x,-1,-1.0,0.0,0.129313
