name,type,nb_distance,distance,q_std,q_mod
C1,cc,9,10.896143905070272,-0.165822,-0.172692
C2,cc,8,9.905659241060132,-0.106719,-0.097941
C3,cd,7,8.68151444161674,-0.074967,-0.081745
O1,os,8,8.986320771038612,-0.072038,-0.073449
C4,cd,9,10.346989175600793,-0.128614,-0.122871
C5,c,6,7.324174902335416,0.60525,0.597037
O2,o,7,7.3081951260211975,-0.534464,-0.534247
N1,n,5,6.3445367049139225,-0.307297,-0.274963
C6,ca,4,4.940157892213567,0.171138,0.177447
C7,ca,3,4.395023663189995,-0.19888,-0.235031
C8,ca,2,3.083442232311155,-0.032065,-0.144263
C9,ca,1,2.144078589977522,-0.192818,0.129105
C10,ca,2,3.0828644147934887,-0.032065,-0.144263
C11,ca,3,4.404494068562245,-0.19888,-0.235031
I1,i,0,0.0,-0.053731,-0.357972
H1,ha,10,11.964533630693674,0.17016,0.171458
H2,ha,9,10.16254815486746,0.169198,0.167611
H3,h4,10,10.863881488676135,0.20388,0.202753
H4,hn,6,6.8103527074594306,0.164563,0.154654
H5,ha,4,5.227698824530733,0.166954,0.183439
H6,ha,3,3.157944109701753,0.140131,0.180252
H7,ha,3,3.149725861086961,0.140131,0.180252
H8,ha,4,5.238316237112837,0.166954,0.183439
X,x,-1,-1.0,0.0,0.147021
