name,type,nb_distance,distance,q_std,q_mod
C1,ca,6,5.83300540030609,-0.088612,-0.079221
C2,ca,5,5.927881577764522,-0.17096,-0.1857
C3,ca,4,4.954710485992093,-0.135618,-0.129156
C4,ca,3,3.5599080044293276,0.134758,0.165263
C5,ca,4,3.4147604601201533,-0.135618,-0.129156
C6,ca,5,4.716275013185724,-0.17096,-0.1857
C7,ce,2,2.9194057614521487,-0.150761,-0.250938
C8,cf,1,1.9009734348485776,-0.137599,0.059369
C9,c,2,2.846252448395961,0.48159,0.403764
O1,o,3,3.0624548976270654,-0.485552,-0.458564
Br1,br,0,0.0,-0.021132,-0.196754
H1,ha,7,6.817388429596777,0.139359,0.138837
H2,ha,6,6.960833283451055,0.151826,0.154662
H3,ha,5,5.447721725639076,0.13364,0.137153
H4,ha,5,2.6149432116204743,0.13364,0.137153
H5,ha,6,5.051092951035448,0.151826,0.154662
H6,ha,3,3.8526388359149366,0.142326,0.14619
H7,h4,3,3.8518383922485633,0.027847,0.037338
X,x,-1,-1.0,0.0,0.080798
