name,type,nb_distance,distance,q_std,q_mod
C1,cc,2,2.837343299637885,0.056881,-0.089657
C2,cd,1,1.8886569302019889,-0.327059,0.014968
C3,c,2,2.8783067939328495,0.758221,0.662366
O1,o,3,3.1593398044528227,-0.559707,-0.521164
N1,n,3,4.136523298616847,-0.566508,-0.625474
H1,hn,4,4.9333292004487195,0.362045,0.379223
C4,c,4,4.737664403479841,0.620564,0.688839
O2,o,5,5.95732532265949,-0.571861,-0.582196
N2,n,3,4.1472851360860155,-0.047996,-0.113777
C5,c3,4,5.301381046482134,0.083784,0.111141
H2,h2,5,6.154394365004569,0.160455,0.156349
C6,c3,5,5.64424671679047,-0.038589,-0.04473
O3,os,6,5.438740846924039,-0.333243,-0.33796
C7,c3,6,5.865851856295044,0.178284,0.188454
H3,h2,7,6.963714741429318,0.096435,0.096492
O4,os,5,5.513260559777671,-0.36574,-0.366331
C8,c3,7,5.6871041840289855,0.117241,0.075011
O5,oh,8,4.455680980501184,-0.612675,-0.600297
Br1,br,0,0.0,-0.019371,-0.337494
H4,h4,3,2.992683077106562,0.197998,0.260273
H5,h1,6,6.739887981264971,0.11815,0.121336
H6,h1,6,5.303267389072515,0.11815,0.121336
H7,h1,8,6.476047328424956,0.08135,0.0914
H8,h1,8,6.10885635778089,0.08135,0.0914
H9,ho,9,4.320342694740777,0.41184,0.414764
X,x,-1,-1.0,0.0,0.145728
