name,type,nb_distance,distance,q_std,q_mod
C1,ca,7,5.322751262270294,-0.138711,-0.151466
C2,ca,6,5.064828230058745,-0.258085,-0.237776
C3,ca,5,4.161181683128003,-0.160607,-0.15426
C4,ca,4,3.43183842859771,0.129227,0.120695
C5,ca,5,3.795807819160501,0.44753,0.411452
C6,ca,6,4.769476491188525,-0.340931,-0.307883
N1,nh,6,3.846379076482192,-0.968517,-0.959022
O1,os,3,3.0912078545448867,-0.339447,-0.291564
C7,ca,2,2.8672331610805566,0.342373,0.224533
C8,ca,3,4.171118435144224,-0.190953,-0.198949
C9,ca,4,4.689524176289104,-0.154644,-0.132897
C10,ca,3,4.171306150356265,-0.175774,-0.202572
C11,ca,2,2.865801981993871,-0.057328,-0.147884
C12,ca,1,1.9056977724707556,-0.129877,0.135826
Br1,br,0,0.0,-0.082912,-0.329888
H1,ha,8,6.244553226612774,0.16112,0.160446
H2,ha,7,5.8451977725308835,0.171074,0.164364
H3,ha,6,4.393973486492607,0.153922,0.149242
H4,ha,7,5.390213446608585,0.183285,0.174923
H5,hn,7,3.195686780646689,0.396185,0.39657
H6,hn,7,4.2404703748523,0.396185,0.39657
H7,ha,4,5.0021391424069765,0.158638,0.165404
H8,ha,5,5.7752965291835885,0.161432,0.158078
H9,ha,4,5.014282600731634,0.154066,0.165175
H10,ha,3,2.961364719179317,0.142749,0.176508
X,x,-1,-1.0,0.0,0.114375
