name,type,nb_distance,distance,q_std,q_mod
C1,ca,10,11.445079728861655,-0.03674,-0.037592
C2,ca,11,11.862561021971604,-0.23565,-0.232129
C3,ca,10,11.000669888693142,0.181143,0.17242
N1,nb,9,9.6661291632173,-0.474421,-0.459877
C4,ca,8,9.168388353467583,0.251894,0.241533
C5,ca,9,10.104178195182426,-0.201575,-0.198352
C6,c,7,7.686109418945322,0.47939,0.488867
O1,o,8,7.357752713974561,-0.537285,-0.533683
N2,n,6,6.998827401786674,-0.039687,-0.054748
N3,n2,5,5.656589608589261,-0.314164,-0.321682
C7,ce,4,5.395843307584089,0.012123,0.091789
C8,cc,3,4.171930128849237,0.338447,0.188882
C9,cd,3,4.295919110039201,-0.44294,-0.400228
C10,cd,2,3.1654285649813674,0.121413,-0.057595
C11,cc,1,2.0939192916633633,-0.243098,0.134919
O2,os,2,2.968543919163064,-0.117247,-0.131343
I1,i,0,0.0,0.078522,-0.281718
H1,ha,11,12.240375606982001,0.147779,0.147795
H2,ha,12,12.93104504670833,0.151591,0.151167
H3,h4,11,11.488687348866275,0.099967,0.100865
H4,ha,10,9.860180170767672,0.161238,0.158952
H5,hn,7,7.673898878666567,0.166721,0.159515
H6,h4,5,6.302722665642206,0.12837,0.121417
H7,ha,4,5.31680674841582,0.207359,0.215355
H8,ha,3,3.463243133249527,0.116849,0.162642
X,x,-1,-1.0,0.0,0.172829
