name,type,nb_distance,distance,q_std,q_mod
C1,ca,4,4.939753637581534,-0.206607,-0.153043
C2,ca,3,4.375779816215619,-0.097202,-0.163524
C3,ca,2,3.043457901795259,0.001021,-0.090362
C4,ca,1,2.1471699979275045,-0.280136,0.060439
C5,ca,2,3.130296791040747,0.132854,-0.010604
C6,ca,3,4.433098803320314,-0.088185,-0.128631
C7,c,3,3.4375063636304737,0.5075,0.549586
O1,o,4,3.427568380061877,-0.496684,-0.489029
N1,n,4,4.442652698557473,-0.376485,-0.366997
C8,ca,5,5.447772939468017,0.180393,0.167469
C9,ca,6,6.5283294953609685,-0.292216,-0.284197
C10,ca,7,7.658098066752606,-0.127479,-0.125293
C11,ca,8,7.884700691846203,-0.244518,-0.250808
C12,ca,7,6.997929408046354,0.285203,0.293214
C13,ca,6,5.738101253899238,-0.207136,-0.209394
F1,f,8,7.586341608443427,-0.202845,-0.204501
I1,i,0,0.0,0.014747,-0.315287
H1,ha,5,6.02533326879103,0.167583,0.160953
H2,ha,4,5.187802810439117,0.139144,0.159179
H3,ha,3,3.0657886424213916,0.124885,0.164463
H4,ha,4,5.281479622227089,0.112775,0.124596
H5,hn,5,4.7085180258760815,0.261223,0.2686
H6,ha,7,6.656152417125077,0.174142,0.16941
H7,ha,8,8.530391901899936,0.165283,0.164795
H8,ha,9,8.875630512814288,0.169738,0.170761
H9,ha,7,5.228592449216137,0.183001,0.18036
X,x,-1,-1.0,0.0,0.157845
