name,type,nb_distance,distance,q_std,q_mod
C1,ca,3,4.406857950966879,0.053376,0.018735
C2,ca,4,4.914738039814533,-0.16918,-0.166176
C3,ca,3,4.392796489709032,-0.345762,-0.34557
C4,ca,2,3.081144917072223,0.500961,0.347565
C5,ca,1,2.133846526814897,-0.348926,-0.003705
C6,ca,2,3.070833600180902,0.045939,-0.069128
O1,oh,3,3.190728600178962,-0.619767,-0.555521
I1,i,0,0.0,0.019148,-0.294885
C7,c3,4,5.5861362317795304,-0.26858,-0.243106
C8,c3,5,6.0731916650143685,0.195745,0.150689
N1,n3,6,6.589778372601009,-0.982986,-0.979987
C9,c,6,7.4015863840125515,0.769326,0.786151
O2,o,7,7.607534554637264,-0.593254,-0.595978
O3,oh,7,8.48641420153412,-0.601408,-0.60621
H1,h1,6,5.462056572391027,0.03513,0.048189
H2,ha,5,6.002653663172647,0.176098,0.178729
H3,ha,4,5.233229022314999,0.167217,0.179222
H4,ha,3,3.1144917723442456,0.116508,0.15957
H5,hc,5,5.630754301157173,0.110809,0.110895
H6,hc,5,6.482679847100272,0.110809,0.110895
H7,hn,7,6.104749953929317,0.381656,0.384671
H8,hn,7,6.743534459020729,0.381656,0.384671
H9,ho,8,8.225075440383511,0.409916,0.413275
H10,ho,4,4.160402144024061,0.455569,0.441279
X,x,-1,-1.0,0.0,0.145729
