name,type,nb_distance,distance,q_std,q_mod
C1,cc,3,3.403053481801307,-0.003917,0.019595
C2,cd,4,4.747475645013885,-0.440817,-0.444066
C3,c,5,5.74940222979746,0.88072,0.892156
O1,o,6,6.935362283255288,-0.587639,-0.591876
O2,os,4,5.537422956574655,-0.459189,-0.450693
C4,ca,3,4.427215151763013,0.376638,0.35854
C5,ca,2,3.109880544329637,0.0685,-0.052993
C6,ca,1,2.1568184902768244,-0.440736,-0.09611
C7,ca,2,3.077310026630401,0.571671,0.384578
C8,ca,3,4.406204943032042,-0.258241,-0.253245
C9,ca,4,4.948753580448313,-0.290225,-0.279748
N1,nh,3,3.2762722719578723,-1.013141,-0.908008
I1,i,0,0.0,0.003802,-0.282328
H1,ha,4,2.879625149216474,0.154375,0.168944
H2,ha,5,5.326426287859431,0.192489,0.188813
H3,ha,4,5.235213940232051,0.178443,0.18603
H4,ha,5,6.034002734503855,0.213221,0.211968
H5,hn,4,2.7766454581022764,0.427023,0.408178
H6,hn,4,4.27200948032656,0.427023,0.408178
X,x,-1,-1.0,0.0,0.132087
