name,type,nb_distance,distance,q_std,q_mod
C1,ca,3,4.024560721370719,-0.224722,-0.211934
C2,ca,2,2.72854979796961,-0.050512,-0.186654
C3,ca,1,1.7576379035512408,-0.012125,0.27759
C4,ca,2,2.7284673353368185,-0.050512,-0.186654
C5,ca,3,4.024311493907995,-0.224722,-0.211934
C6,ca,4,4.536852873964506,0.152196,0.129695
N1,n,5,5.966026650962934,-0.145954,-0.115328
C7,c2,6,6.884610519121615,0.400928,0.387439
N2,n2,7,6.77369094364365,-0.740023,-0.735188
C8,c3,7,8.25036290110926,-0.053351,-0.057162
N3,n,7,8.095630982202684,-0.260387,-0.26067
C9,c,6,6.826263179807823,0.571314,0.558571
O1,o,7,6.714682643282554,-0.531583,-0.527809
C10,c3,8,9.276665025751443,-0.025862,-0.019074
C11,c1,9,9.981314993526654,0.376022,0.373875
N4,n1,10,10.635471263653528,-0.463138,-0.463158
Cl1,cl,0,0.0,-0.120083,-0.346378
H1,ha,4,4.877589773648457,0.184398,0.188425
H2,ha,3,2.8667704826162836,0.135948,0.178986
H3,ha,3,2.868239529746426,0.135948,0.178986
H4,ha,4,4.876790440443386,0.184398,0.188425
H5,hn,8,7.740697965945965,0.35577,0.354797
H6,h1,8,8.910454870543926,0.09402,0.096099
H7,h1,8,8.815206010071462,0.09402,0.096099
H8,h1,9,10.04556115903935,0.109006,0.107261
H9,h1,9,9.078675894644551,0.109006,0.107261
X,x,-1,-1.0,0.0,0.098434
