name,type,nb_distance,distance,q_std,q_mod
C1,ca,2,2.837816414076147,0.602167,0.420692
C2,ca,1,1.9121158437709782,-0.717239,-0.320551
C3,ca,2,2.957993407700565,0.959968,0.670531
N1,nb,3,4.175234843694423,-0.886289,-0.822698
C4,ca,4,4.566332554687624,1.082844,1.061162
N2,nb,3,4.115350410353899,-0.83194,-0.795475
N3,nh,5,5.926615391604217,-0.974843,-0.964995
N4,nh,3,3.3141821012129076,-0.378297,-0.229541
C5,c3,4,3.3549910581102895,-0.083017,-0.092057
C6,c3,5,4.208523375246952,0.13637,0.116972
O1,os,6,5.373831593937421,-0.417946,-0.418861
C7,c3,5,5.338899605724011,0.13637,0.116972
C8,c3,4,4.742967952664239,-0.083017,-0.092057
Br1,br,0,0.0,-0.027822,-0.309955
H1,h4,3,2.9139370274595846,0.066508,0.118172
H2,hn,6,6.445489042733685,0.407214,0.403016
H3,hn,6,6.481688514577047,0.407214,0.403016
H4,h1,5,4.1731376684696135,0.099101,0.098022
H5,h1,5,2.5620431300038646,0.099101,0.098022
H6,h1,6,3.860775310737469,0.051338,0.057417
H7,h1,6,4.739945674794174,0.051338,0.057417
H8,h1,6,5.117758102919676,0.051338,0.057417
H9,h1,6,6.413324488905891,0.051338,0.057417
H10,h1,5,5.080016633831035,0.099101,0.098022
H11,h1,5,5.405521066465286,0.099101,0.098022
X,x,-1,-1.0,0.0,0.113898
